sentence,label
هم يلعبون كرة السلة ونحن كرة القدم,هم يلعبون كرة السلة ونحن ___ كرة القدم
محمد يستطيع أن يذهب بمفرده، حتى محمود يستطيع,محمد يستطيع أن يذهب بمفرده، حتى محمود يستطيع ___
في نهاية كل عام.,في نهاية كل عام.
أنا أحب المسلسلات وهي الأفلام,أنا أحب المسلسلات وهي ___ الأفلام
تناول هذا المقال قيمة القمامة المنزلية وبعض الأفكار لإعادة تدويرها وكذلك أهمية تدوير القمامة للإنسان والبيئة,تناول هذا المقال قيمة القمامة المنزلية وبعض الأفكار لإعادة تدويرها ___ وكذلك أهمية تدوير القمامة للإنسان والبيئة
حان الوقت لتبادل بعض العملات والاستفادة منه! ولكن كيف ؟,حان الوقت لتبادل بعض العملات والاستفادة منه! ولكن كيف ___؟
بالاعتماد على وسائل النقل العامة.,بالاعتماد ___ على وسائل النقل العامة.
وكان يقول يكفيك راتبك حتى اني اردته ان يدفع ايجار رمزي جدا لكن رفض.,وكان يقول يكفيك راتبك حتى اني اردته ان يدفع ايجار رمزي جدا لكن ___ رفض.
نيوتون,نيوتون
هل تعتبر نفسك محظوظ و لماذا ؟,هل تعتبر نفسك محظوظ ___ و لماذا ___ ؟
الأذن,الأذن
إذا كان هناك خلايا سرطانية من سيقوم بعلاجي و متى ؟,إذا كان هناك خلايا سرطانية ___ من سيقوم بعلاجي و متى ؟
بالترشيد والتوفير.,بالترشيد ___ والتوفير___ .
بعدم التصرف غير المسؤول.,بعدم ___ التصرف غير المسؤول.
بإعادة التدوير.,بإعادة التدوير.
في المؤسسات الخيرية.,في المؤسسات الخيرية.
من قام بهذا الفعل لديه أصحاب يشاركونه قناعته، فاذهب إليهم والتمس منهم الاعتذار، أما مني فلا.,من قام بهذا الفعل لديه أصحاب يشاركونه قناعته، فاذهب إليهم والتمس منهم الاعتذار، أما مني فلا __.
أنا أعمل في البنك وهي في الشركة,أنا أعمل في البنك وهي ___ في الشركة
بالطائرة أو القطار.,بالطائرة ___ أو القطار.
عمال الضفائر يتظاهرون تضامنا مع إضراب المحلة,عمال الضفائر يتظاهرون ___ تضامنا مع إضراب المحلة
الاستناد إلى التقدم المحرز في الدورات السابقة للجمعية العامة للجمعية العامة وكذلك إلى القرارات السابقة,الاستناد إلى التقدم المحرز في الدورات السابقة للجمعية العامة ___ وكذلك إلى القرارات السابقة
كلها معلومات قيمه .. ولكن للأسف يجهلها الكثير من الرجال وكذلك النساء.,كلها معلومات قيمه .. ولكن للأسف يجهلها الكثير من الرجال وكذلك ___ النساء.
أنا أكتب الرسائل وهي البريد الإلكتروني,أنا أكتب الرسائل وهي ___ البريد الإلكتروني
في مدارس الموسيقى.,في مدارس الموسيقى ___.
أنا أركض في الصباح وهو في المساء,أنا أركض في الصباح وهو ___ في المساء
كما تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم و آخر عن النشاطات التي تقوم بها صحيفة الاعتدال,كما تم عرض فيلم وثائقي عن الشهداء المكرمين وأسرهم و آخر ___ عن النشاطات التي تقوم بها صحيفة الاعتدال
أنا أحب السفر وهي الطبخ,أنا أحب السفر وهي ___ الطبخ
أنا أكتب القصائد وهي الخواطر,أنا أكتب القصائد وهي ___ الخواطر
احترام القواعد,احترام ___ القواعد
للتنقل داخل المدينة.,للتنقل ___ داخل المدينة.
روبرت شومان وجان مونيه,روبرت شومان وجان مونيه
بمشاهدة التلفزيون أو قراءة كتاب.,بمشاهدة التلفزيون أو ___ قراءة كتاب.
التمثيل الضوئي,التمثيل الضوئي
في الأوقات الصعبة.,في الأوقات الصعبة ___.
كنت دائماً أتحدث كثيرا فى هاتفى مع صديقاتى اتحدث معهم عن الجميع ولكن الآن فلا,كنت دائماً أتحدث كثيرا فى هاتفى مع صديقاتى اتحدث معهم عن الجميع ولكن الآن فلا ___
هم يستطيعون أن ينجحوا في الامتحان، ونحن كذلك,هم يستطيعون أن ينجحوا في الامتحان، ونحن ___ كذلك
بتبادل الثقافات.,بتبادل ___ الثقافات.
الجنيه الإسترليني,الجنيه الإسترليني
أنا أقرأ الروايات وهو القصص,أنا أقرأ الروايات وهو ___ القصص
بعد نصف ساعة.,بعد ___ نصف ساعة.
النهاية,النهاية
الين,الين
بالتقليل من استخدام البلاستيك.,بالتقليل ___ من استخدام البلاستيك.
كلنا نشعر بالجوع وهم العطش,كلنا نشعر بالجوع وهم ___ العطش
وقد أصدرت أعداداً ممتازة عن مشكلات التعليم الديني، و أخرى عن الفتوى وصناعة المفتي,وقد أصدرت أعداداً ممتازة عن مشكلات التعليم الديني، و ___ أخرى عن الفتوى وصناعة المفتي
في الشهر الماضي.,في الشهر الماضي.
هم يقرأون الكتاب ونحن الصحيفة,هم يقرأون الكتاب ونحن ___ الصحيفة
والعين ليست منفذًا للأكل والشرب، وكذلك الأذن.,والعين ليست منفذًا للأكل والشرب، وكذلك ___ الأذن.
أبراهام لينكولن,أبراهام لينكولن
لا أستطيع أن أكون لطيفة مع من أساء لي حتى وإن حاولت.,لا أستطيع أن أكون لطيفة مع من أساء لي حتى وإن حاولت __.
على البحر.,على البحر.
الزهرة,الزهرة
يرد على من يقول بأن التوسل كان جائزاً أثناء حياته صلى الله عليه وسلم ولكن بعد وفاته فلا.,يرد على من يقول بأن التوسل كان جائزاً أثناء حياته صلى الله عليه وسلم ولكن بعد وفاته فلا __.
يمكن للتفاح أن يبقى حيا عند وضعه في هذه الغرف، أما نحن فلا.,يمكن للتفاح أن يبقى حيا عند وضعه في هذه الغرف، أما نحن فلا ___.
من المحتمل أن تعمل الأزمة الحالية على إعادة صياغة العولمة بطريقة أو بأخرى. ولكن كيف ؟,ولكن كيف ___؟
الأطفال يحبون هذا اللون والطائشون أيضا.,الأطفال يحبون هذا اللون والطائشون ___ أيضا.
هل أنت فعلا أم ناصر أم هذا مجرد لقب؟ كيف تم التشخيص بالتوحد و أين ؟,هل أنت فعلا ___ أم ناصر أم هذا مجرد لقب؟ كيف تم التشخيص بالتوحد و أين ___؟
أوكتافيان,أوكتافيان
بممارسة الرياضة بانتظام.,بممارسة ___ الرياضة بانتظام.
خاطئ,خاطئ
ما المعلومات التي يمكن حجبها عن عامة الناس ؟ و لماذا ؟,ما المعلومات التي يمكن حجبها عن عامة الناس ؟ و لماذا ___ ؟
خوفو,خوفو
دعا الى مواصلة تنظيم مثل هذه الورشة وكذلك الدورات لتأهيل محكمين,دعا الى مواصلة تنظيم مثل هذه الورشة ___ وكذلك الدورات ___ لتأهيل محكمين
الكبار,الكبار ___
وهناك الكثير ممن يقول أريد أن أكون إنساناً فاضلاً ، إنساناً كاملاً ناجحاً في الحياة ، ولكن كيف ؟,وهناك الكثير ممن يقول ___ أريد أن أكون إنساناً فاضلاً ، إنساناً كاملاً ناجحاً في الحياة ، ولكن كيف ؟
الزئبق,الزئبق
إذ لابد أن ينزلوا من فوقها ولكن كيف ؟,إذ لابد أن ينزلوا من فوقها ولكن كيف ___ ؟
ولكن حتى في هذه الحالة تظهر حالات تنكسية. ولكن لماذا ؟,ولكن حتى في هذه الحالة تظهر حالات تنكسية. ولكن لماذا ___ ؟
أنا أكتب في المقهى وهو في المكتبة,أنا أكتب في المقهى وهو ___ في المكتبة
وقد جرى اصطياد بعضها بالبنادق وأخرى عن طريق الفخ والشبكة,وقد جرى اصطياد بعضها بالبنادق وأخرى ___ عن طريق الفخ والشبكة
بالمشاركة الفعّالة.,بالمشاركة الفعّالة.
حيث أنني أحببت صديق أخي لمدة وهو كذلك.,حيث أنني أحببت صديق أخي لمدة وهو ___ كذلك.
بالمحافظة على النباتات والحيوانات.,___ بالمحافظة على النباتات والحيوانات.
هل يحق لبريطانيا إعطاء اليهود هذا التصريح ؟ و لماذا ؟,هل يحق لبريطانيا إعطاء اليهود هذا التصريح ؟ و لماذا ___ ؟
فدراسة تتحدث عن الفوائد و أخرى عن المضار,فدراسة تتحدث عن الفوائد و ___ أخرى عن المضار
هل يجوز للمراه ممارسة الرياضة بالمراكز المخصصه بالنساء وكذلك ممارسة رياضة كرة السلة وكرة الطائرة,هل يجوز للمراه ممارسة الرياضة بالمراكز المخصصه بالنساء وكذلك ___ ممارسة رياضة كرة السلة وكرة الطائرة
المطعم,المطعم
وتساعد الدولة على دفع بعض الأقساط وكذلك الحصول على مبلغ مالي مقطوع,وتساعد الدولة على دفع بعض الأقساط وكذلك ___ الحصول على مبلغ مالي مقطوع
لكنه اتضح بأن نوارة اصيب بعيار حي، وكذلك سلامة.,لكنه اتضح بأن نوارة اصيب بعيار حي، وكذلك ___ سلامة.
نابليون بونابرت,نابليون بونابرت
أنا أسافر إلى روما وهم إلى مدريد,أنا أسافر إلى روما وهم ___ إلى مدريد
قرأت فى الثانية عشر كتابا عن شوبنهاور وآخر عن أديناور أول مستشار لجمهورية ألمانيا الاتحادية,قرأت فى الثانية عشر كتابا عن شوبنهاور وآخر ___ عن أديناور أول مستشار لجمهورية ألمانيا الاتحادية
السيليكون,السيليكون
إذا كان القرآن قد نزل في شهر رمضان وفي ليلة القدر حسب آيتين في القرآن ، فإن ليلة القدر تقع في هذا الشهر الكريم ، ولكن متى ؟,إذا كان القرآن قد نزل في شهر رمضان وفي ليلة القدر حسب آيتين في القرآن ، فإن ليلة القدر تقع في هذا الشهر الكريم ، ولكن متى ___؟
وفي العام الماضي ، افتتحت مصنعا جديدا لتجميع السيارات في تايلاند و آخر في إقليم تشونجينج بوسط الصين.,وفي العام الماضي ، افتتحت مصنعا جديدا لتجميع السيارات في تايلاند و ___ آخر في إقليم تشونجينج بوسط الصين.
علينا التفكير بالصواب ونعالج المشكلة وهنا نسأل كيف ؟,علينا التفكير بالصواب و___ نعالج المشكلة وهنا نسأل كيف ؟
تساهم مباشرة في قتل السوريين وتدمير بلدهم، ولا تستطيع أن تتنكر لذلك مهما حاولت.,تساهم مباشرة في قتل السوريين وتدمير بلدهم، ولا تستطيع أن تتنكر لذلك مهما حاولت ____.
وقالت الصحيفة إن ترامب أبلغ وزير العدل أنه يجب عليه أن يتراجع عن القرار ، لكنه رفض.,وقالت الصحيفة إن ترامب أبلغ وزير العدل أنه يجب عليه أن يتراجع عن القرار ، لكنه ___ رفض.
الأخلاق,الأخلاق
اتفقنا أن نسافر إلى السعودية بالطائرة وهو بالباخرة,اتفقنا أن نسافر إلى السعودية بالطائرة وهو ___ بالباخرة
كما عرض فيلم قصير عن بدايات السينما و آخر عن مهرجان خطوات منذ انطلاقته في العام 2013,كما عرض فيلم قصير عن بدايات السينما و ___ آخر عن مهرجان خطوات منذ انطلاقته في العام 2013
من يحطم التماثيل؟ الفاشلون والناجحون أيضا.,من يحطم التماثيل؟ الفاشلون ___ والناجحون أيضا.
"قال لي: ""أمي تضربني لأن أختي ادخرت مالاً كثيرًا من التسول""، أما أنا فلا.","قال لي: ""أمي تضربني لأن أختي ادخرت مالاً كثيرًا من التسول""، أما أنا فلا __."
لكن متى يمكنني سحب أموالي و كيف ؟,لكن متى يمكنني سحب أموالي و كيف ___ ؟
ففي العادة كل سنة أتذكّر بعض المواقف التي كنتُ أفعلُها في الماضي وأحاول نسيانها، أما هذه السنة فلا.,ففي العادة كل سنة أتذكّر بعض المواقف التي كنتُ أفعلُها في الماضي وأحاول نسيانها، أما هذه السنة فلا ___ .
لم أقتنع برواية أخي وأردت منه أن يعطي الهاتف لأبي ليطمئن قلبي أكثر لكنه رفض.,لم أقتنع برواية أخي وأردت منه أن يعطي الهاتف لأبي ليطمئن قلبي أكثر لكنه رفض ___ .
دورة في فك أجزاء المحرك وإعادة التركيب والتشغيل، و أخرى عن كشف الأعطال الشائعة في السيارة,دورة في فك أجزاء المحرك وإعادة التركيب والتشغيل، و أخرى ___ عن كشف الأعطال الشائعة في السيارة
أحيانا تلجا الغربان لقتل بعضها! ولكن لماذا ؟,أحيانا تلجا الغربان لقتل بعضها___! ولكن لماذا ؟
مع العلم بأن البيت مؤجر باسمها فهي تشتغل وأنا كذلك.,مع العلم بأن البيت مؤجر باسمها فهي تشتغل وأنا ___ كذلك.
فلن يتيسر لأية قيادة ولأية دكتاتورية أخرى أن تمارس هذا النهج، مهما حاولت.,فلن يتيسر لأية قيادة ولأية دكتاتورية أخرى أن تمارس هذا النهج، مهما حاولت __ أن تمارس هذا النهج __.
بعد شهر رمضان.,بعد ___ شهر رمضان.
أنا أركض في الحديقة وهو على الشاطئ,أنا أركض في الحديقة وهو ___ على الشاطئ
وأوضح العقيد شما أن حريقين اندلعا اليوم في ريف منطقة بانياس و آخر في صافيتا.,وأوضح العقيد شما أن حريقين اندلعا اليوم في ريف منطقة بانياس و ___ آخر في صافيتا.
وهذا الكتاب يزخر بالحكمة والتبصر والقلق، وكذلك بالأمل.,وهذا الكتاب يزخر بالحكمة والتبصر والقلق، وكذلك ___ بالأمل.
الحشود السائرة ملأت شوارع لندن وباريس وواشنطن ، و أخرى في مدن إسبانية وآسيوية.,الحشود السائرة ملأت شوارع لندن وباريس وواشنطن ، و أخرى ___ في مدن إسبانية وآسيوية.
الأردن تشتهر بالشاي بالنعناع ومصر بالشاي بالحليب,الأردن تشتهر بالشاي بالنعناع ومصر ___ بالشاي بالحليب
مبينا ان الطفل يستمد عصبيته في الأغلب من أبناء جيله وكذلك الفتاة.,مبينا ان الطفل يستمد عصبيته في الأغلب من أبناء جيله وكذلك ___ الفتاة.
كنت أحلم أن أزوره حيث كان محذورا على عرب الـ 48 زيارة رام الله أما الآن فممكن,كنت أحلم أن أزوره حيث كان محذورا على عرب الـ 48 زيارة رام الله أما الآن فممكن ___
فابن خالي الصغير يذهب إلى هناك أما أنا فلا,فابن خالي الصغير يذهب إلى هناك أما أنا فلا ___
هل أحتاج لإزالة الخلايا الليمفاوية و لماذا ؟,هل أحتاج لإزالة الخلايا الليمفاوية ___ و لماذا ؟
نشاطات أسرية,نشاطات ___ أسرية
أنا أعمل في الشركة وهي في الجامعة,أنا أعمل في الشركة وهي ___ في الجامعة
في مدارس اللغات.,في مدارس اللغات.
وندوة الثقافة العلمية ودورها في التنمية الوطنية، و أخرى عن الأطباء والأدباء والأدب في حياتهم,وندوة الثقافة العلمية ودورها في التنمية الوطنية، و أخرى ___ عن الأطباء والأدباء والأدب في حياتهم
نزار قباني,نزار قباني
في المؤسسات الخيرية والمدارس.,في المؤسسات الخيرية ___ والمدارس.
سيرا طلبت من الاخ الثاني ان تسكن معه في طوكيو لكنه رفض.,سيرا طلبت من الاخ الثاني ان تسكن معه في طوكيو لكنه رفض __.
الكربون,الكربون
هم يلعبون كرة الطاولة ونحن كرة القدم,هم يلعبون كرة الطاولة ونحن ___ كرة القدم
ويشترون منتجات فلسطينية طبيعية من الأرض الفلسطينية، و أخرى من منتجات يدوية.,ويشترون منتجات فلسطينية طبيعية من الأرض الفلسطينية، و أخرى ___ من منتجات يدوية.
تقديم بلاغات إلكترونياً ضد أي رجل أمن يستخدم سلطته بشكل مسيء، وكذلك ضد المحرضين والمتجاوزين بشبكات التواصل الاجتماعي,تقديم بلاغات إلكترونياً ضد أي رجل أمن يستخدم سلطته بشكل مسيء، وكذلك ضد ___ المحرضين والمتجاوزين بشبكات التواصل الاجتماعي
الشمس,الشمس
إذا شعرت ان البيت قد كثرت فيه المشاكل فاعلم أن الشيطان هناك فعليك أن تجتهد بطرده ولكن كيف ؟,إذا شعرت ان البيت قد كثرت فيه المشاكل فاعلم أن الشيطان هناك فعليك أن تجتهد بطرده ولكن كيف ___؟
ونجدها بطبيعتها تعمل للكابلات وأنابيب المياه ولكن للتصريف فلا,ونجدها بطبيعتها تعمل للكابلات وأنابيب المياه ولكن للتصريف فلا ___
في الكتب والمقالات البحثية.,في الكتب ___ والمقالات البحثية.
أتحداك أن تعرف الإجابة عشرة ألغاز خادعة لن تستطيع حلها مهما حاولت.,أتحداك أن تعرف الإجابة ___ عشرة ألغاز خادعة لن تستطيع حلها مهما حاولت.
فلماذا لا يحتوى القاموس على ترجمة بلا انترنت و أخرى عن طريق الانترنت,فلماذا لا يحتوى القاموس على ترجمة ___ بلا انترنت و أخرى ___ عن طريق الانترنت
أغلب النساء يفضلن الرجل طويل القامة، ولكن لماذا ؟,أغلب النساء يفضلن الرجل طويل القامة، ولكن لماذا ___؟
آسيا,آسيا
خرج أحد المعارضين ليعلن أن كل هذا لايساوي شيئا ولكن لماذا ؟,خرج أحد المعارضين ليعلن أن كل هذا لايساوي شيئا ولكن لماذا ___ ؟
يا بني: الموتى فقط هم من يذوقون طعم الموت، أما الأحياء فلا.,يا بني: الموتى فقط هم من يذوقون طعم الموت، أما الأحياء فلا __.
أنا أحب الفراولة وهي الكرز,أنا أحب الفراولة وهي ___ الكرز
فيلم تسجيلى عن بداية تأسيس المستشفى و آخر عن أشهر الفنانين الذين قاموا بزيارة بهية.,فيلم تسجيلى عن بداية تأسيس المستشفى و آخر ___ عن أشهر الفنانين الذين قاموا بزيارة بهية.
الأكسجين,الأكسجين
بالمحافظة على الموارد الطبيعية.,بالمحافظة ___ على الموارد الطبيعية.
فكيف حدث ذلك وأيعقل أن يقتل الابن أباه ويفر ولكن لماذا ؟,فكيف حدث ذلك وأيعقل أن يقتل الابن أباه ويفر ___ ولكن لماذا ؟
الغربيون غالباً ما ينسون هذه الحقيقة، أما غير الغربيين فلا.,الغربيون غالباً ما ينسون هذه الحقيقة، أما غير الغربيين فلا ___ .
أنا أدرس في المدرسة وهو في الجامعة.,أنا أدرس في المدرسة وهو ___ في الجامعة.
نحن نتعلم الرقص وهم التمثيل,نحن نتعلم الرقص وهم ___ التمثيل
بيتر الأول,بيتر الأول
النظام الاجتماعي,النظام الاجتماعي
جدول الأعمال الحاجة الملحة لإعادة بناء الحزب. لكن كيف ؟,جدول الأعمال الحاجة الملحة لإعادة بناء الحزب. لكن كيف ___؟
بتخصيص الوقت للأسرة والاسترخاء.,بتخصيص الوقت ___ للأسرة والاسترخاء.
بالتقليل من الاستهلاك.,بالتقليل ___ من الاستهلاك.
بتقليل استخدام الكلمات العابرة.,بتقليل استخدام ___ الكلمات العابرة.
الحوت الأزرق,الحوت الأزرق
أحب من الأسماء ما شابه اسمها ووافقه,أحب من الأسماء ما شابه اسمها ووافقه ___
بالانفتاح والثقة والاحترام.,بالانفتاح والثقة ___ والاحترام.
سألته هل يمكن أن نجري لقاء تلفزيونيا ؟ لم يكن متحمساً ، لكنه وافق.,سألته هل يمكن أن نجري لقاء تلفزيونيا ؟ لم يكن متحمساً ، لكنه وافق __ .
في صناديق التبرع.,في صناديق التبرع.
قرأت فى الثانية عشر كتابا عن شوبنهاور و آخر عن أديناور أول مستشار لجمهورية ألمانيا الاتحادية,قرأت فى الثانية عشر كتابا عن شوبنهاور و آخر ___ عن أديناور أول مستشار لجمهورية ألمانيا الاتحادية
الأردن تحتفل بعيد الاستقلال والجزائر بعيد النصر,الأردن تحتفل بعيد الاستقلال والجزائر ___ بعيد النصر
الابتسامة الحقيقية تكون تجاعيد حول العينين، أما الابتسامة المفتعلة فلا.,الابتسامة الحقيقية تكون تجاعيد حول العينين، أما الابتسامة المفتعلة فلا ___.
بغسل الأطباق وكنس الأرضية.,بغسل الأطباق ___ وكنس الأرضية.
هم يعرفون قيمة الأحاديث النبوية والآيات ولكن كتطبيق عملي فلا!,هم يعرفون قيمة الأحاديث النبوية والآيات ولكن ___ كتطبيق عملي فلا!
مؤسسا مدينة روما,مؤسسا ___ مدينة روما
تتحدث السفيرة اللغة التركية ونائبها اللغة الفارسية,تتحدث السفيرة اللغة التركية ونائبها ___ اللغة الفارسية
تراجعت إذا أعمال العنف مع حدوث هذه التطورات ، ولكن لماذا ؟,تراجعت إذا أعمال العنف مع حدوث هذه التطورات ، ولكن لماذا ___ ؟
وفي هذا السياق كشفت مصادر صناعية و أخرى في اتحاد التجارة الإيطالي أن إغلاق الصناعات قد يرفع جزئيا نهاية الشهر.,وفي هذا السياق كشفت مصادر صناعية و أخرى في اتحاد التجارة الإيطالي أن إغلاق الصناعات قد يرفع ___ جزئيا نهاية الشهر.
المحكمة الدستورية ستقضى بعدم دستوريته ولكن متى ؟,المحكمة الدستورية ستقضى بعدم دستوريته ولكن متى ___؟
أعزب,أعزب
والجزء الأكبر من تلك الطرق معبد بواقع 3،732،757 كم أما الباقي فلا,والجزء الأكبر من تلك الطرق معبد بواقع 3،732،757 كم أما الباقي فلا ___
عند مغادرة الغرفة.,عند ___ مغادرة الغرفة.
فالرجل يستطيع أن يطلب من صديقه كوباً من الماء وعوناً مالياً أيضاً، أما زوجته فلا.,فالرجل يستطيع أن يطلب من صديقه كوباً من الماء وعوناً مالياً أيضاً، أما زوجته فلا ___.
ومندوب عن مديرية الزراعة بالمحافظة، و آخر عن الاتصال السياسي بمديرية التربية والتعليم.,ومندوب عن مديرية الزراعة بالمحافظة، و ___ آخر عن الاتصال السياسي بمديرية التربية والتعليم.
بطرق تعليمية ممتعة.,بطرق ___ تعليمية ممتعة.
من المحترفين الطبيين.,من المحترفين ___ الطبيين.
مارتن لوثر كينغ,مارتن لوثر كينغ
بمشاركة السيارات أو استخدام وسائل النقل العامة.,بمشاركة السيارات ___ أو استخدام وسائل النقل العامة.
في الأوقات المخصصة للصلوات والعبادة.,في الأوقات المخصصة للصلوات والعبادة ___ .
هناك مقولة تقول (مكره أخاك لا بطل)، أي سنوافق عليه مكرهين، أما برضانا فلا.,هناك مقولة تقول (مكره أخاك لا بطل)، أي ___ سنوافق عليه مكرهين، أما برضانا فلا.
لا تنقل أشخاص لا تعرفهم في سيارتك فالزمن لا يرحم والقانون أيضا.,لا تنقل أشخاص لا تعرفهم في سيارتك فالزمن لا يرحم ___ والقانون أيضا ___.
فبراير,فبراير
ويتم عزل الأسرى فيها تماماً عن العالم الخارجي، وكذلك عن عالم السجن الداخلي.,ويتم عزل الأسرى فيها تماماً عن العالم الخارجي، وكذلك ___ عن عالم السجن الداخلي.
أنا سأخذ الأبيض وخالد الأسود,أنا سأخذ الأبيض وخالد ___ الأسود
هم يسافرون إلى أمريكا ونحن إلى أوروبا,هم يسافرون إلى أمريكا ونحن ___ إلى أوروبا
حفل تكريم,حفل ___ تكريم
قال سبعة إنهم اختطفوا في 2012 و12 شخصاً في 2011 وشخص واحد في 2010 و آخر في 2009.,قال سبعة إنهم اختطفوا في 2012 و12 شخصاً ___ في 2011 وشخص واحد ___ في 2010 و آخر ___ في 2009.
في صناديق تخزين خاصة.,في صناديق تخزين خاصة ___.
وكذلك محاضرة عن أمراض أعصاب القولون عند الأطفال و أخرى عن تشوهات المريء,وكذلك محاضرة عن أمراض أعصاب القولون عند الأطفال و أخرى ___ عن تشوهات المريء
في البنك أو المحفظة الإلكترونية.,في البنك ___ أو المحفظة الإلكترونية.
هم سافروا إلى الأسكندرية ونحن القاهرة,هم سافروا إلى الأسكندرية ونحن ___ القاهرة
بريد إلكتروني وكيبورد.,بريد إلكتروني و___ كيبورد.
ندعو من الله ان يعين أبناء العراق المظلومين منذ 1978 إلى يومنا هذا ، من قال ان صدام افضل و لماذا ؟,ندعو من الله ان يعين أبناء العراق المظلومين منذ 1978 إلى يومنا هذا ، من قال ان صدام افضل ___ و لماذا ___ ؟
كل فتاة تختلف عن الأخرى بمقياس الألم، فمن الممكن أن تشعر إحداهن بالألم، أما الأخرى فلا.,كل فتاة تختلف عن الأخرى بمقياس الألم، فمن الممكن أن تشعر إحداهن بالألم، أما الأخرى فلا __.
إلى الشاطئ أو الجبل.,إلى الشاطئ ___ أو الجبل.
أنا أحب الشوكولاتة وهي الفانيليا,أنا أحب الشوكولاتة وهي ___ الفانيليا
ولا بد من منع مثل هذه الكارثة، ولكن كيف ؟,ولا بد من منع مثل هذه الكارثة، ولكن كيف ___ ؟
الأخطاء الشخصية في حقي أنا مسامحك عنها ربنا يحلك، أما الأخطاء اللاهوتية والعقائدية فلا.,الأخطاء الشخصية في حقي أنا مسامحك عنها ___، ربنا يحلك، أما الأخطاء اللاهوتية والعقائدية فلا ___ .
هذا هو شعور معظم البشر للأسف الشديد، فالله يغفر ويسامح، أما البشر فلا.,هذا هو شعور معظم البشر للأسف الشديد، فالله يغفر ويسامح، أما البشر فلا ___.
بانتظار الضوء الأخضر.,بانتظار ___ الضوء الأخضر.
بتقديم المساعدة في المهام اليومية.,بتقديم ___ المساعدة في المهام اليومية.
هذا يعني أنك لم توقّع على أيّ أفلام، ولكن لماذا ؟,هذا يعني أنك لم توقّع على أيّ أفلام، ولكن لماذا ___ ؟
الماء أو العصير.,الماء ___ أو العصير.
فالمسلم يؤمن أن الإله واحد للجميع، والمسيحيون كذلك.,فالمسلم يؤمن أن الإله واحد للجميع، والمسيحيون ___ كذلك.
يتناول هذا المقال التعريف بالأسمدة العضوية وأهم فوائدها وكذلك أضرار الأسمدة الكيماوية,يتناول هذا المقال التعريف بالأسمدة العضوية وأهم فوائدها وكذلك ___ أضرار الأسمدة الكيماوية
ومن بعدها سيأتي ناد من كولومبيا و آخر من تشيلي والأرجنتين.,ومن بعدها سيأتي ناد من كولومبيا و ___ آخر من تشيلي و___ الأرجنتين.
السؤال ليس ما إذا كانت الألعاب ستقام، ولكن كيف ؟,السؤال ليس ما إذا كانت الألعاب ستقام، ولكن كيف ___ ؟
بالامتناع عن التمييز.,بالامتناع ___ عن التمييز.
مواطنون,مواطنون
وكان الشهيد قد وصل الى المستشفى مصابا برصاصة في الرأس و أخرى في الصدر.,وكان الشهيد قد وصل الى المستشفى ___ مصابا برصاصة في الرأس و أخرى في الصدر.
الخوارزمي,الخوارزمي
بإيقاف الأجهزة عند عدم الاستخدام.,بإيقاف الأجهزة ___ عند عدم الاستخدام.
سيظل الرئيس وعائلته يحمي البلد من الحروب الأهلية ولكن من الجوع والفقر والمرض فلا!,سيظل الرئيس وعائلته يحمي البلد من الحروب الأهلية ولكن من الجوع والفقر والمرض فلا ___!
البحوث الأكاديمية التى أنجزها علماء أجانب ومصريون عن العصر الفرعونى وكذلك عن العصر الإسلامي,البحوث الأكاديمية التى أنجزها علماء أجانب ومصريون ___ عن العصر الفرعونى وكذلك ___ عن العصر الإسلامي
وللمفاجأة كانت الطائرة سليمة وكذلك مدافعها.,وللمفاجأة كانت الطائرة سليمة وكذلك ___ مدافعها.
وتوجد بعض المنتجات كاللفت والخس في مرحلة الحصاد و أخرى في مرحلة النضج وحصادها في غضون شهر.,وتوجد بعض المنتجات كاللفت والخس في مرحلة الحصاد و أخرى ___ في مرحلة النضج وحصادها في غضون شهر.
الملابس الدافئة والكنزات والجوارب.,الملابس الدافئة والكنزات ___ والجوارب ___.
البطيء,البطيء
هم يحبون كرة القدم ونحن كرة السلة,هم يحبون كرة القدم ونحن ___ كرة السلة
جان جاك روسو,جان جاك روسو
أنا أذهب إلى النادي وهو إلى المصنع,أنا أذهب إلى النادي وهو ___ إلى المصنع
ربما قبل عقود من الزمان كان بالإمكان إخفاء الكثير من الممارسات، أما الآن فلا.,ربما قبل عقود من الزمان كان بالإمكان إخفاء الكثير من الممارسات، أما الآن فلا ___.
الليل,الليل
سيناقشون الرواية الجديدة يوم الخميس و الكتاب يوم الجمعة.,سيناقشون الرواية الجديدة يوم الخميس و ___ الكتاب يوم الجمعة.
فإن التطبيقات الذكية هي طريقك المختصر للوصول إلى مبيعات مرضية ولكن كيف ؟,فإن التطبيقات الذكية هي طريقك المختصر للوصول إلى مبيعات مرضية ولكن كيف ___ ؟
يجب أن تبدأ بتسديده عندما تبدأ بالعمل ولكن قبلها فلا,يجب أن تبدأ بتسديده عندما تبدأ بالعمل ولكن قبلها فلا ___
وفجأة خرج عليها والدها وطلب منها أن تعيد عليه الأبيات فرفضت.,وفجأة خرج عليها والدها وطلب منها أن تعيد عليه الأبيات ___ فرفضت.
